,Customer Age,Customer Gender,Product Purchased,Ticket Subject,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
3906,68,Other,LG OLED,Product compatibility,5.0,2014,High
3908,61,Male,Google Pixel,Data loss,1.0,1609,Low
3909,59,Male,Nikon D,Installation support,1.0,1441,Low
3910,18,Male,Sony 4K HDR TV,Refund request,5.0,1639,High
3912,60,Female,Amazon Kindle,Product compatibility,5.0,2015,High
3913,36,Female,GoPro Hero,Network problem,3.0,1589,Medium
3916,65,Other,Roomba Robot Vacuum,Refund request,4.0,1832,High
3917,18,Male,Garmin Forerunner,Installation support,1.0,2004,Low
3919,48,Male,Nikon D,Cancellation request,3.0,1776,Medium
3926,20,Other,Nest Thermostat,Peripheral compatibility,3.0,1817,Medium
3931,60,Male,Apple AirPods,Display issue,5.0,1453,High
3937,41,Other,LG OLED,Refund request,2.0,1768,Low
3939,50,Other,Sony Xperia,Product recommendation,4.0,1885,High
3941,59,Male,Samsung Soundbar,Hardware issue,4.0,1576,High
3943,65,Male,Sony Xperia,Network problem,4.0,1971,High
3944,41,Male,Google Pixel,Battery life,5.0,1901,High
3945,44,Male,Amazon Echo,Display issue,3.0,1959,Medium
3946,54,Female,Sony PlayStation,Product compatibility,5.0,1526,High
3948,20,Female,Dyson Vacuum Cleaner,Software bug,4.0,1474,High
3950,52,Other,Dell XPS,Hardware issue,4.0,1653,High
3954,58,Male,Sony Xperia,Payment issue,2.0,1429,Low
3957,44,Male,Google Pixel,Peripheral compatibility,1.0,1714,Low
3960,61,Male,Microsoft Surface,Display issue,2.0,1435,Low
3965,46,Other,Autodesk AutoCAD,Payment issue,5.0,1580,High
3966,55,Male,MacBook Pro,Product compatibility,2.0,1858,Low
3967,56,Other,Nikon D,Product setup,3.0,1672,Medium
3968,56,Female,HP Pavilion,Network problem,2.0,1751,Low
3969,44,Female,Microsoft Xbox Controller,Data loss,1.0,1793,Low
3975,45,Other,Amazon Echo,Product compatibility,2.0,1750,Low
3976,45,Other,Fitbit Versa Smartwatch,Product recommendation,2.0,1362,Low
3979,27,Male,Microsoft Office,Product setup,3.0,1914,Medium
3980,44,Other,Sony Xperia,Hardware issue,3.0,1332,Medium
3984,57,Male,Garmin Forerunner,Refund request,4.0,1447,High
3987,25,Female,GoPro Hero,Cancellation request,5.0,1479,High
3991,45,Male,Microsoft Surface,Product recommendation,1.0,1466,Low
3992,42,Male,LG OLED,Network problem,1.0,2038,Low
3995,33,Male,GoPro Hero,Display issue,4.0,1538,High
3996,43,Female,LG OLED,Delivery problem,5.0,1478,High
3998,45,Other,Canon EOS,Delivery problem,5.0,1435,High
4000,56,Female,Amazon Kindle,Data loss,4.0,1551,High
4002,39,Other,GoPro Action Camera,Product recommendation,5.0,1348,High
4004,29,Female,Samsung Soundbar,Product recommendation,2.0,2016,Low
4005,55,Female,Autodesk AutoCAD,Delivery problem,3.0,1476,Medium
4011,18,Other,iPhone,Payment issue,1.0,1618,Low
4013,58,Other,Asus ROG,Account access,2.0,1431,Low
4014,21,Male,Autodesk AutoCAD,Delivery problem,5.0,1496,High
4016,36,Other,iPhone,Cancellation request,3.0,1643,Medium
4019,67,Male,PlayStation,Product recommendation,3.0,1829,Medium
4022,44,Other,Sony Xperia,Software bug,4.0,1543,High
4024,64,Male,Asus ROG,Data loss,5.0,1347,High
4032,30,Other,Microsoft Office,Refund request,2.0,1475,Low
4035,61,Male,Lenovo ThinkPad,Payment issue,5.0,1985,High
4038,63,Male,LG Washing Machine,Network problem,3.0,1762,Medium
4039,64,Other,Nintendo Switch,Network problem,1.0,2005,Low
4041,51,Female,Dell XPS,Account access,5.0,1686,High
4042,47,Female,Autodesk AutoCAD,Hardware issue,2.0,2016,Low
4043,61,Other,Autodesk AutoCAD,Peripheral compatibility,5.0,1444,High
4047,19,Other,Canon EOS,Installation support,4.0,1673,High
4048,35,Female,Nikon D,Software bug,1.0,1670,Low
4058,27,Male,Nikon D,Account access,4.0,1616,High
4060,59,Male,Garmin Forerunner,Product setup,2.0,1645,Low
4061,56,Female,Fitbit Versa Smartwatch,Peripheral compatibility,5.0,1983,High
4063,38,Other,Bose SoundLink Speaker,Product recommendation,2.0,1318,Low
4064,61,Female,LG OLED,Display issue,2.0,1539,Low
4066,20,Female,Dell XPS,Product compatibility,5.0,2024,High
4068,47,Other,Microsoft Xbox Controller,Account access,5.0,1515,High
4069,34,Male,Philips Hue Lights,Product setup,1.0,1949,Low
4074,70,Male,Philips Hue Lights,Battery life,4.0,1728,High
4077,53,Other,Amazon Kindle,Product compatibility,2.0,1685,Low
4079,22,Other,Sony 4K HDR TV,Network problem,2.0,1372,Low
4080,47,Male,Samsung Soundbar,Payment issue,3.0,1373,Medium
4089,53,Male,Autodesk AutoCAD,Product recommendation,2.0,1999,Low
4091,54,Female,Garmin Forerunner,Data loss,5.0,1378,High
4102,24,Female,GoPro Hero,Data loss,5.0,1694,High
4110,60,Male,Sony 4K HDR TV,Network problem,4.0,1889,High
4111,56,Other,Canon DSLR Camera,Data loss,1.0,1447,Low
4119,41,Male,Sony PlayStation,Display issue,5.0,1997,High
4120,26,Other,PlayStation,Peripheral compatibility,4.0,2031,High
4122,51,Other,Lenovo ThinkPad,Refund request,2.0,1358,Low
4123,46,Other,Sony Xperia,Peripheral compatibility,4.0,1455,High
4126,56,Other,Samsung Soundbar,Installation support,3.0,1842,Medium
4128,38,Female,Lenovo ThinkPad,Hardware issue,2.0,1525,Low
4130,70,Other,PlayStation,Data loss,3.0,1868,Medium
4131,41,Other,Sony PlayStation,Cancellation request,4.0,1327,High
4133,24,Female,Dyson Vacuum Cleaner,Product compatibility,4.0,1923,High
4134,59,Other,Xbox,Product compatibility,4.0,1833,High
4136,57,Female,Microsoft Office,Network problem,5.0,1939,High
4145,48,Other,Nest Thermostat,Battery life,1.0,1555,Low
4147,40,Male,Adobe Photoshop,Software bug,1.0,1376,Low
4148,61,Female,Microsoft Xbox Controller,Refund request,2.0,1582,Low
4150,69,Other,Xbox,Payment issue,2.0,2024,Low
4151,32,Female,Bose QuietComfort,Peripheral compatibility,4.0,1871,High
4152,39,Female,Bose SoundLink Speaker,Product setup,1.0,1751,Low
4162,36,Male,Canon DSLR Camera,Delivery problem,1.0,1417,Low
4167,62,Male,Nintendo Switch,Product recommendation,2.0,1548,Low
4169,25,Other,Canon EOS,Cancellation request,5.0,1455,High
4178,27,Female,GoPro Action Camera,Product setup,4.0,1692,High
4192,42,Female,Nintendo Switch,Product setup,3.0,1669,Medium
4200,33,Male,GoPro Hero,Software bug,4.0,1890,High
4210,38,Male,Nest Thermostat,Cancellation request,1.0,1456,Low
4211,28,Other,LG Washing Machine,Software bug,1.0,1327,Low
4213,27,Male,LG Washing Machine,Software bug,4.0,1804,High
4217,49,Other,Bose QuietComfort,Display issue,4.0,1788,High
4229,46,Female,Canon DSLR Camera,Network problem,4.0,1721,High
4231,37,Female,Asus ROG,Product setup,3.0,1646,Medium
4233,45,Female,Canon EOS,Hardware issue,1.0,1684,Low
4234,31,Female,Samsung Soundbar,Product compatibility,1.0,1468,Low
4235,42,Male,Nintendo Switch,Cancellation request,1.0,1390,Low
4237,35,Male,Dyson Vacuum Cleaner,Product compatibility,1.0,1621,Low
4239,48,Female,Asus ROG,Software bug,4.0,1356,High
4241,61,Male,Microsoft Office,Software bug,5.0,1570,High
4242,67,Other,Sony Xperia,Peripheral compatibility,4.0,2031,High
4243,58,Other,Dyson Vacuum Cleaner,Account access,1.0,1699,Low
4246,25,Female,Sony PlayStation,Cancellation request,2.0,1364,Low
4253,56,Male,Apple AirPods,Data loss,5.0,1605,High
4256,54,Male,Bose QuietComfort,Data loss,3.0,1444,Medium
4258,55,Male,LG Washing Machine,Product setup,2.0,1370,Low
4264,67,Other,PlayStation,Installation support,4.0,1873,High
4266,47,Female,Adobe Photoshop,Product recommendation,4.0,1735,High
4267,58,Female,Nintendo Switch Pro Controller,Software bug,2.0,1887,Low
4268,56,Other,Nikon D,Display issue,4.0,1930,High
4274,33,Male,Microsoft Surface,Product compatibility,2.0,1831,Low
4281,40,Other,Amazon Kindle,Delivery problem,2.0,1469,Low
4284,45,Female,Dyson Vacuum Cleaner,Product recommendation,3.0,1740,Medium
4287,42,Female,LG Smart TV,Data loss,4.0,1399,High
4291,20,Female,HP Pavilion,Account access,3.0,1423,Medium
4301,60,Other,Autodesk AutoCAD,Software bug,3.0,1688,Medium
4304,41,Male,Fitbit Versa Smartwatch,Product recommendation,1.0,1960,Low
4310,47,Male,Nikon D,Display issue,4.0,1765,High
4314,18,Female,MacBook Pro,Installation support,2.0,2011,Low
4323,45,Other,Bose QuietComfort,Refund request,3.0,2021,Medium
4333,46,Male,Canon EOS,Display issue,5.0,1480,High
4335,46,Male,Sony Xperia,Display issue,2.0,1315,Low
4336,61,Male,Philips Hue Lights,Network problem,3.0,1485,Medium
4339,57,Other,LG OLED,Product recommendation,4.0,1618,High
4342,48,Male,LG Smart TV,Cancellation request,5.0,1764,High
4351,58,Female,Google Pixel,Product recommendation,5.0,1784,High
4354,55,Other,Microsoft Office,Installation support,3.0,1942,Medium
4356,31,Male,Nintendo Switch,Data loss,3.0,1337,Medium
4360,68,Female,Adobe Photoshop,Battery life,1.0,1849,Low
4367,53,Male,Amazon Echo,Delivery problem,4.0,1992,High
4374,40,Female,Bose SoundLink Speaker,Network problem,5.0,1396,High
4377,63,Male,Autodesk AutoCAD,Delivery problem,3.0,1919,Medium
4378,46,Male,Lenovo ThinkPad,Product compatibility,4.0,1826,High
4379,24,Female,Sony 4K HDR TV,Refund request,4.0,1920,High
4382,28,Female,Nintendo Switch Pro Controller,Product setup,2.0,1956,Low
4383,49,Other,Sony 4K HDR TV,Network problem,5.0,1746,High
4385,67,Other,Dyson Vacuum Cleaner,Refund request,4.0,1762,High
4388,27,Female,Sony Xperia,Installation support,4.0,1768,High
4390,65,Male,MacBook Pro,Delivery problem,3.0,1765,Medium
4398,27,Female,LG Washing Machine,Product recommendation,5.0,1674,High
4399,53,Female,Canon DSLR Camera,Account access,4.0,1627,High
4400,69,Other,Nintendo Switch,Product recommendation,1.0,1639,Low
4404,19,Other,LG Smart TV,Software bug,2.0,2032,Low
4408,48,Male,Adobe Photoshop,Peripheral compatibility,3.0,1803,Medium
4410,63,Female,GoPro Action Camera,Product setup,3.0,1828,Medium
4412,61,Male,Philips Hue Lights,Refund request,2.0,1499,Low
4415,43,Male,Dell XPS,Peripheral compatibility,3.0,1844,Medium
4417,56,Female,Sony Xperia,Delivery problem,5.0,1906,High
4420,65,Other,Sony Xperia,Software bug,2.0,1644,Low
4423,31,Female,Microsoft Xbox Controller,Installation support,2.0,1701,Low
4424,42,Female,MacBook Pro,Account access,3.0,1515,Medium
4425,45,Male,HP Pavilion,Installation support,2.0,1952,Low
4426,56,Female,Microsoft Surface,Refund request,5.0,1661,High
4432,58,Other,Nintendo Switch,Payment issue,1.0,1873,Low
4433,37,Male,LG Washing Machine,Installation support,4.0,2040,High
4437,19,Male,Samsung Galaxy,Software bug,1.0,1385,Low
4439,48,Female,Bose QuietComfort,Network problem,4.0,1840,High
4442,24,Male,Fitbit Charge,Product setup,2.0,2014,Low
4452,45,Male,Canon DSLR Camera,Battery life,5.0,1371,High
4453,48,Male,Dell XPS,Refund request,1.0,1469,Low
4457,66,Female,Samsung Soundbar,Payment issue,1.0,1963,Low
4459,56,Other,GoPro Hero,Product compatibility,5.0,2043,High
4462,66,Other,LG OLED,Product compatibility,3.0,1467,Medium
4464,69,Male,LG Smart TV,Hardware issue,4.0,1925,High
4473,21,Male,Google Nest,Hardware issue,1.0,1523,Low
4475,60,Male,Canon DSLR Camera,Data loss,1.0,1595,Low
4477,21,Male,Adobe Photoshop,Refund request,2.0,1631,Low
4480,20,Other,Microsoft Surface,Hardware issue,5.0,1412,High
4481,27,Female,Microsoft Office,Product compatibility,5.0,1934,High
4484,18,Male,Autodesk AutoCAD,Cancellation request,1.0,1695,Low
4490,32,Other,GoPro Action Camera,Network problem,2.0,1773,Low
4492,49,Male,Canon EOS,Data loss,1.0,1727,Low
4495,26,Female,Nikon D,Refund request,4.0,1612,High
4496,56,Female,Roomba Robot Vacuum,Delivery problem,3.0,1504,Medium
4497,67,Other,Samsung Soundbar,Software bug,5.0,1374,High
4500,61,Male,Microsoft Office,Installation support,4.0,1610,High
4503,51,Female,Dell XPS,Refund request,4.0,2044,High
4504,52,Female,Nest Thermostat,Peripheral compatibility,3.0,1583,Medium
4505,58,Female,Nintendo Switch,Payment issue,1.0,1358,Low
4506,69,Other,Autodesk AutoCAD,Hardware issue,2.0,1430,Low
4511,31,Male,Bose QuietComfort,Peripheral compatibility,5.0,1354,High
4512,51,Male,GoPro Hero,Refund request,2.0,1985,Low
4513,29,Female,Sony PlayStation,Software bug,5.0,1470,High
4516,43,Female,GoPro Action Camera,Product recommendation,1.0,1764,Low
4517,67,Male,Philips Hue Lights,Account access,3.0,1998,Medium
4518,41,Male,Microsoft Surface,Network problem,1.0,1565,Low
4524,63,Male,Adobe Photoshop,Cancellation request,4.0,1885,High
4525,18,Male,HP Pavilion,Product compatibility,4.0,1963,High
4528,63,Female,Fitbit Versa Smartwatch,Installation support,5.0,1955,High
4529,26,Female,MacBook Pro,Network problem,3.0,1502,Medium
4530,63,Male,Fitbit Charge,Peripheral compatibility,4.0,1944,High
4532,61,Female,Sony 4K HDR TV,Network problem,4.0,1358,High
4540,66,Female,Nintendo Switch Pro Controller,Battery life,1.0,1322,Low
4544,19,Other,Canon EOS,Delivery problem,3.0,1601,Medium
4549,48,Female,Canon DSLR Camera,Installation support,5.0,1685,High
4550,28,Other,GoPro Action Camera,Hardware issue,1.0,1955,Low
4558,47,Other,Garmin Forerunner,Installation support,4.0,1754,High
4561,57,Male,Google Nest,Delivery problem,4.0,1900,High
4564,61,Other,Canon DSLR Camera,Data loss,5.0,1750,High
4571,52,Male,Xbox,Hardware issue,5.0,1879,High
4572,41,Other,Sony PlayStation,Peripheral compatibility,1.0,1452,Low
4573,62,Male,Samsung Soundbar,Software bug,3.0,1556,Medium
4576,51,Other,Fitbit Versa Smartwatch,Software bug,3.0,1565,Medium
4577,47,Male,Fitbit Charge,Product compatibility,3.0,1586,Medium
4580,60,Other,Autodesk AutoCAD,Product setup,5.0,1579,High
4582,29,Other,Amazon Kindle,Product compatibility,5.0,1644,High
4584,59,Female,Nikon D,Peripheral compatibility,4.0,1553,High
4589,23,Female,iPhone,Software bug,4.0,1943,High
4590,62,Other,Microsoft Office,Battery life,4.0,1627,High
4591,34,Male,Fitbit Charge,Battery life,5.0,1439,High
4592,49,Female,Fitbit Charge,Delivery problem,5.0,1914,High
4593,49,Male,Nest Thermostat,Battery life,5.0,1766,High
4595,56,Female,Samsung Galaxy,Network problem,5.0,1453,High
4600,42,Male,Canon DSLR Camera,Hardware issue,5.0,1394,High
4601,19,Female,Apple AirPods,Peripheral compatibility,3.0,1364,Medium
4602,26,Female,Microsoft Xbox Controller,Delivery problem,5.0,1689,High
4606,65,Male,Microsoft Xbox Controller,Display issue,1.0,1450,Low
4611,51,Female,Garmin Forerunner,Software bug,4.0,1616,High
4614,18,Other,Roomba Robot Vacuum,Peripheral compatibility,1.0,1710,Low
4615,39,Other,Apple AirPods,Product recommendation,3.0,1537,Medium
4616,66,Other,Fitbit Charge,Product setup,3.0,1498,Medium
4619,49,Female,HP Pavilion,Account access,5.0,1836,High
4620,34,Female,Samsung Soundbar,Software bug,2.0,1820,Low
4621,29,Female,Samsung Soundbar,Software bug,3.0,2030,Medium
4627,19,Female,Bose SoundLink Speaker,Product setup,4.0,1665,High
4632,40,Male,Fitbit Versa Smartwatch,Peripheral compatibility,4.0,1954,High
4634,68,Other,Dell XPS,Cancellation request,5.0,1577,High
4642,24,Other,Philips Hue Lights,Product recommendation,3.0,1574,Medium
4649,22,Other,Fitbit Charge,Refund request,5.0,1720,High
4652,57,Male,HP Pavilion,Delivery problem,2.0,1582,Low
4655,48,Other,iPhone,Product compatibility,3.0,1762,Medium
4663,37,Other,GoPro Action Camera,Network problem,5.0,1344,High
4664,66,Other,Sony Xperia,Data loss,1.0,1911,Low
4665,27,Male,Sony 4K HDR TV,Software bug,5.0,1341,High
4669,48,Male,Garmin Forerunner,Cancellation request,4.0,1673,High
4674,59,Male,Amazon Kindle,Product recommendation,2.0,1469,Low
4675,70,Female,PlayStation,Software bug,4.0,1823,High
4676,66,Female,Nintendo Switch,Installation support,5.0,1540,High
4685,52,Male,Nest Thermostat,Refund request,3.0,1404,Medium
4688,28,Other,Dyson Vacuum Cleaner,Network problem,1.0,1552,Low
4689,49,Female,Canon EOS,Delivery problem,1.0,1869,Low
4692,35,Female,GoPro Hero,Refund request,3.0,1405,Medium
4695,56,Other,Google Pixel,Product recommendation,3.0,1878,Medium
4696,37,Other,Asus ROG,Peripheral compatibility,5.0,1661,High
4700,54,Male,Microsoft Xbox Controller,Hardware issue,3.0,1631,Medium
4701,29,Female,GoPro Hero,Data loss,3.0,1539,Medium
4703,49,Female,LG OLED,Refund request,1.0,1800,Low
4704,54,Other,Xbox,Product compatibility,3.0,1652,Medium
4705,32,Male,Nikon D,Installation support,5.0,1328,High
4708,24,Other,Bose QuietComfort,Product compatibility,1.0,1587,Low
4710,18,Male,iPhone,Installation support,3.0,1341,Medium
4711,36,Male,Adobe Photoshop,Data loss,1.0,1451,Low
4714,67,Other,Google Pixel,Network problem,5.0,1631,High
4717,21,Female,HP Pavilion,Network problem,5.0,1929,High
4721,34,Other,Philips Hue Lights,Network problem,2.0,1609,Low
4724,26,Other,Garmin Forerunner,Peripheral compatibility,1.0,2036,Low
4729,33,Other,Sony 4K HDR TV,Delivery problem,4.0,1320,High
4733,56,Other,iPhone,Product recommendation,5.0,1792,High
4735,41,Male,Bose SoundLink Speaker,Peripheral compatibility,3.0,2013,Medium
4737,67,Female,Amazon Echo,Battery life,2.0,2024,Low
4743,66,Female,Sony 4K HDR TV,Data loss,2.0,1828,Low
4745,30,Male,Sony Xperia,Refund request,1.0,1872,Low
4746,37,Other,Fitbit Versa Smartwatch,Hardware issue,2.0,1950,Low
4748,24,Male,GoPro Action Camera,Network problem,1.0,1826,Low
4752,19,Female,LG Smart TV,Product recommendation,4.0,1587,High
4765,61,Male,Fitbit Charge,Refund request,4.0,1793,High
4766,51,Other,Dell XPS,Installation support,3.0,1400,Medium
4767,51,Male,Adobe Photoshop,Display issue,3.0,1862,Medium
4769,51,Female,Dyson Vacuum Cleaner,Display issue,4.0,1322,High
4770,49,Male,Adobe Photoshop,Payment issue,1.0,1655,Low
4773,49,Male,Adobe Photoshop,Installation support,1.0,1430,Low
4774,24,Male,Microsoft Office,Software bug,5.0,1576,High
4777,61,Other,Nest Thermostat,Installation support,5.0,1782,High
4778,48,Male,HP Pavilion,Product recommendation,1.0,1482,Low
4783,28,Female,Nest Thermostat,Cancellation request,3.0,1819,Medium
4802,38,Male,MacBook Pro,Network problem,4.0,1523,High
4804,44,Other,HP Pavilion,Installation support,4.0,1872,High
4815,24,Male,Adobe Photoshop,Account access,1.0,2005,Low
4816,24,Female,Fitbit Charge,Payment issue,2.0,1950,Low
4817,25,Female,HP Pavilion,Hardware issue,5.0,1697,High
4820,70,Female,Microsoft Xbox Controller,Cancellation request,1.0,1984,Low
4825,52,Other,GoPro Action Camera,Software bug,4.0,1692,High
4831,20,Other,Samsung Soundbar,Battery life,2.0,1372,Low
4832,40,Other,Fitbit Charge,Payment issue,5.0,1466,High
4834,67,Male,Bose QuietComfort,Payment issue,3.0,1554,Medium
4841,59,Other,Bose SoundLink Speaker,Hardware issue,3.0,1572,Medium
4842,61,Female,GoPro Hero,Product compatibility,4.0,1796,High
4849,56,Other,LG OLED,Payment issue,1.0,1643,Low
4857,18,Male,Bose SoundLink Speaker,Delivery problem,1.0,1573,Low
4865,20,Other,PlayStation,Payment issue,5.0,1533,High
4869,51,Male,Garmin Forerunner,Refund request,2.0,1381,Low
4870,28,Other,Xbox,Hardware issue,3.0,1631,Medium
4873,35,Male,Fitbit Charge,Product recommendation,4.0,1859,High
4874,23,Other,Samsung Soundbar,Data loss,1.0,1322,Low
4877,64,Male,Canon EOS,Product compatibility,1.0,1796,Low
4882,48,Other,Adobe Photoshop,Product setup,3.0,1763,Medium
4883,27,Female,Samsung Galaxy,Software bug,3.0,1415,Medium
4884,52,Female,Roomba Robot Vacuum,Product compatibility,2.0,1352,Low
4889,30,Female,Sony Xperia,Product recommendation,1.0,1626,Low
4890,55,Other,Xbox,Peripheral compatibility,1.0,1864,Low
4891,27,Female,Nikon D,Hardware issue,4.0,1864,High
4894,62,Other,Lenovo ThinkPad,Product recommendation,3.0,1577,Medium
4897,66,Male,Microsoft Xbox Controller,Display issue,3.0,1414,Medium
4901,65,Male,Samsung Galaxy,Hardware issue,3.0,1558,Medium
4902,47,Female,HP Pavilion,Data loss,5.0,1910,High
4908,63,Female,Philips Hue Lights,Account access,2.0,1556,Low
4909,42,Other,Nikon D,Account access,2.0,1845,Low
4913,26,Other,GoPro Hero,Display issue,2.0,1518,Low
4915,66,Female,Fitbit Versa Smartwatch,Software bug,4.0,1403,High
4919,23,Female,Google Pixel,Network problem,2.0,1329,Low
4923,50,Female,Samsung Galaxy,Product setup,4.0,1722,High
4929,29,Male,Microsoft Office,Product compatibility,1.0,1708,Low
4930,38,Male,iPhone,Product recommendation,4.0,1986,High
4933,41,Other,Canon EOS,Product compatibility,4.0,1933,High
4938,53,Male,HP Pavilion,Account access,4.0,1751,High
4939,56,Other,PlayStation,Hardware issue,1.0,1902,Low
4945,36,Female,Sony Xperia,Hardware issue,1.0,1878,Low
4947,24,Male,Sony Xperia,Network problem,1.0,1480,Low
4953,25,Female,Canon DSLR Camera,Account access,2.0,1595,Low
4954,53,Female,Bose QuietComfort,Battery life,1.0,1624,Low
4955,67,Male,Nikon D,Hardware issue,3.0,1689,Medium
4956,59,Other,Samsung Galaxy,Product setup,2.0,1766,Low
4962,67,Male,Canon DSLR Camera,Software bug,5.0,1891,High
4966,57,Other,Autodesk AutoCAD,Installation support,4.0,1849,High
4968,44,Female,Microsoft Surface,Account access,3.0,1562,Medium
4970,47,Other,Fitbit Charge,Display issue,2.0,1421,Low
4974,48,Female,Amazon Kindle,Display issue,1.0,1654,Low
4975,21,Female,Amazon Kindle,Account access,1.0,1315,Low
4976,42,Male,Nikon D,Account access,1.0,1895,Low
4980,34,Male,Google Pixel,Software bug,2.0,1520,Low
4981,38,Male,HP Pavilion,Delivery problem,2.0,1442,Low
4985,42,Other,Amazon Echo,Account access,3.0,1512,Medium
4989,28,Male,iPhone,Data loss,2.0,1345,Low
4990,31,Female,Google Nest,Hardware issue,3.0,1370,Medium
4992,43,Female,Bose QuietComfort,Refund request,5.0,1404,High
4993,39,Male,Bose QuietComfort,Software bug,4.0,1366,High
4996,62,Female,Garmin Forerunner,Hardware issue,4.0,1320,High
5002,41,Female,Sony PlayStation,Payment issue,3.0,1618,Medium
5003,22,Female,Nikon D,Delivery problem,5.0,1936,High
5010,52,Other,LG Smart TV,Display issue,4.0,1507,High
5011,43,Other,Apple AirPods,Refund request,5.0,1506,High
5013,18,Other,Google Pixel,Software bug,1.0,1354,Low
5014,68,Male,Google Nest,Account access,4.0,1819,High
5018,44,Female,LG Washing Machine,Product compatibility,1.0,1813,Low
5024,66,Male,LG OLED,Product compatibility,3.0,1666,Medium
5028,50,Male,Fitbit Charge,Software bug,4.0,1319,High
5029,68,Male,Apple AirPods,Peripheral compatibility,4.0,1857,High
5040,32,Male,iPhone,Product recommendation,3.0,1423,Medium
5041,49,Male,Adobe Photoshop,Payment issue,1.0,1361,Low
5042,63,Male,Canon EOS,Data loss,2.0,1463,Low
5046,32,Female,HP Pavilion,Peripheral compatibility,3.0,1721,Medium
5047,42,Female,Amazon Kindle,Delivery problem,4.0,1444,High
5053,20,Other,Google Nest,Payment issue,3.0,1789,Medium
5058,55,Other,Nintendo Switch,Product setup,2.0,1354,Low
5060,57,Male,Canon DSLR Camera,Product setup,3.0,1982,Medium
5064,44,Other,Asus ROG,Network problem,1.0,1445,Low
5074,19,Other,Bose QuietComfort,Battery life,1.0,1850,Low
5076,60,Other,Sony 4K HDR TV,Software bug,4.0,1938,High
5077,25,Female,PlayStation,Peripheral compatibility,3.0,1655,Medium
5082,46,Female,Amazon Echo,Display issue,4.0,1861,High
5086,25,Male,Apple AirPods,Software bug,4.0,1552,High
5092,44,Female,GoPro Action Camera,Product setup,5.0,1863,High
5098,18,Male,Asus ROG,Display issue,5.0,1929,High
5102,55,Female,HP Pavilion,Payment issue,1.0,1535,Low
5105,36,Male,Samsung Soundbar,Product compatibility,2.0,1420,Low
5108,45,Male,GoPro Action Camera,Product recommendation,4.0,1757,High
5111,59,Female,Bose SoundLink Speaker,Product compatibility,1.0,1874,Low
5112,53,Female,LG OLED,Product compatibility,3.0,1903,Medium
5113,37,Other,Amazon Kindle,Product compatibility,1.0,2039,Low
5117,44,Female,Amazon Echo,Installation support,3.0,1580,Medium
5118,22,Other,Amazon Echo,Display issue,2.0,1986,Low
5119,23,Female,iPhone,Cancellation request,3.0,1671,Medium
5122,28,Female,Samsung Galaxy,Product compatibility,1.0,1603,Low
5123,39,Other,LG OLED,Product recommendation,1.0,1408,Low
5126,46,Male,Sony PlayStation,Peripheral compatibility,3.0,1629,Medium
5127,24,Other,Garmin Forerunner,Payment issue,4.0,1839,High
5128,51,Other,LG OLED,Product compatibility,5.0,1842,High
5132,38,Male,Nintendo Switch,Hardware issue,5.0,1944,High
5133,53,Male,Sony 4K HDR TV,Peripheral compatibility,2.0,1784,Low
5138,21,Other,Sony PlayStation,Account access,5.0,2003,High
5143,25,Female,Samsung Soundbar,Product compatibility,4.0,1487,High
5144,65,Other,Samsung Soundbar,Display issue,2.0,1737,Low
5145,36,Female,Amazon Echo,Software bug,2.0,1994,Low
5147,21,Male,Microsoft Xbox Controller,Network problem,2.0,1666,Low
5148,39,Other,Dell XPS,Software bug,2.0,1673,Low
5151,48,Other,Autodesk AutoCAD,Peripheral compatibility,3.0,1363,Medium
5152,19,Male,GoPro Action Camera,Delivery problem,1.0,2017,Low
5153,66,Male,Fitbit Versa Smartwatch,Delivery problem,4.0,1600,High
5154,58,Other,GoPro Hero,Product setup,4.0,1416,High
5156,53,Female,Google Nest,Peripheral compatibility,3.0,1733,Medium
5157,20,Female,Samsung Galaxy,Display issue,5.0,1484,High
5160,33,Male,Garmin Forerunner,Peripheral compatibility,2.0,1695,Low
5163,50,Male,Sony PlayStation,Peripheral compatibility,4.0,1351,High
5167,51,Female,Amazon Kindle,Refund request,3.0,1712,Medium
5169,20,Female,Amazon Echo,Installation support,4.0,1705,High
5170,43,Female,Amazon Kindle,Product compatibility,3.0,1994,Medium
5173,69,Female,Canon DSLR Camera,Display issue,2.0,1511,Low
5174,41,Other,Roomba Robot Vacuum,Hardware issue,2.0,1492,Low
5178,37,Other,GoPro Hero,Delivery problem,5.0,1768,High
5179,18,Male,Autodesk AutoCAD,Installation support,3.0,1843,Medium
5185,18,Female,Asus ROG,Product setup,2.0,1702,Low
5186,63,Other,Sony PlayStation,Data loss,2.0,1891,Low
5189,68,Male,Google Nest,Refund request,3.0,1448,Medium
5191,20,Other,Autodesk AutoCAD,Account access,1.0,1713,Low
5195,63,Female,Samsung Soundbar,Cancellation request,1.0,1545,Low
5196,51,Female,Bose SoundLink Speaker,Product recommendation,4.0,1656,High
5202,65,Other,Sony Xperia,Battery life,3.0,1805,Medium
5203,36,Other,Adobe Photoshop,Account access,5.0,1901,High
5209,41,Female,Philips Hue Lights,Battery life,1.0,1782,Low
5210,60,Other,Nest Thermostat,Battery life,4.0,1639,High
5211,44,Male,Sony 4K HDR TV,Battery life,4.0,1485,High
