,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Channel,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
6195,28,Male,iPhone,Refund request,Product recommendation,Social media,1.0,1836,Low
6196,47,Male,Dell XPS,Cancellation request,Account access,Phone,5.0,1476,High
6197,22,Female,Nikon D,Refund request,Product setup,Phone,4.0,1900,High
6198,39,Female,Dyson Vacuum Cleaner,Refund request,Peripheral compatibility,Email,2.0,1532,Low
6200,23,Female,Dell XPS,Technical issue,Network problem,Phone,2.0,1810,Low
6201,43,Female,Roomba Robot Vacuum,Refund request,Payment issue,Social media,5.0,1483,High
6203,51,Other,Fitbit Versa Smartwatch,Billing inquiry,Cancellation request,Email,5.0,1633,High
6204,67,Female,Microsoft Xbox Controller,Technical issue,Product setup,Email,2.0,1604,Low
6211,36,Female,Sony Xperia,Technical issue,Refund request,Email,2.0,1776,Low
6216,31,Male,iPhone,Cancellation request,Refund request,Email,1.0,1670,Low
6219,60,Female,Canon EOS,Cancellation request,Account access,Phone,3.0,1502,Medium
6233,56,Male,Dyson Vacuum Cleaner,Product inquiry,Hardware issue,Social media,2.0,1951,Low
6236,52,Other,PlayStation,Refund request,Battery life,Social media,2.0,1349,Low
6240,31,Male,Canon DSLR Camera,Cancellation request,Refund request,Chat,4.0,1648,High
6241,34,Other,Google Nest,Technical issue,Software bug,Social media,4.0,1515,High
6242,53,Male,LG Smart TV,Refund request,Network problem,Social media,5.0,1497,High
6246,69,Female,Asus ROG,Technical issue,Cancellation request,Social media,2.0,1401,Low
6247,68,Female,iPhone,Cancellation request,Display issue,Chat,4.0,1395,High
6248,64,Other,Fitbit Charge,Refund request,Installation support,Email,4.0,1653,High
6250,57,Female,MacBook Pro,Billing inquiry,Product recommendation,Social media,3.0,1583,Medium
6252,28,Female,Canon EOS,Cancellation request,Software bug,Email,5.0,1696,High
6253,44,Other,Google Pixel,Technical issue,Software bug,Phone,3.0,1538,Medium
6255,61,Female,LG OLED,Cancellation request,Network problem,Email,4.0,1479,High
6260,19,Female,HP Pavilion,Product inquiry,Network problem,Phone,2.0,1771,Low
6261,70,Other,Canon EOS,Technical issue,Battery life,Social media,5.0,1538,High
6262,19,Female,LG Smart TV,Billing inquiry,Delivery problem,Phone,2.0,1482,Low
6264,35,Male,Adobe Photoshop,Refund request,Product compatibility,Email,1.0,1369,Low
6266,70,Male,Microsoft Xbox Controller,Refund request,Product recommendation,Social media,4.0,1460,High
6267,48,Male,GoPro Hero,Refund request,Payment issue,Social media,3.0,1903,Medium
6274,62,Other,LG OLED,Billing inquiry,Software bug,Social media,4.0,1727,High
6275,63,Female,PlayStation,Product inquiry,Refund request,Social media,1.0,1720,Low
6277,22,Other,Canon DSLR Camera,Billing inquiry,Delivery problem,Social media,2.0,1316,Low
6278,21,Female,LG Smart TV,Refund request,Peripheral compatibility,Social media,3.0,1743,Medium
6280,29,Female,Autodesk AutoCAD,Product inquiry,Data loss,Email,5.0,1965,High
6282,40,Other,MacBook Pro,Billing inquiry,Refund request,Chat,2.0,1930,Low
6286,23,Other,Nest Thermostat,Product inquiry,Peripheral compatibility,Social media,1.0,1381,Low
6290,53,Male,Lenovo ThinkPad,Product inquiry,Software bug,Chat,5.0,1359,High
6292,48,Female,Garmin Forerunner,Refund request,Installation support,Chat,5.0,1939,High
6293,66,Female,Xbox,Product inquiry,Peripheral compatibility,Social media,1.0,1520,Low
6296,61,Male,LG OLED,Product inquiry,Installation support,Email,3.0,1955,Medium
6299,34,Female,Dyson Vacuum Cleaner,Cancellation request,Payment issue,Chat,1.0,1466,Low
6304,47,Female,Microsoft Office,Product inquiry,Delivery problem,Chat,2.0,1622,Low
6309,57,Other,Microsoft Office,Billing inquiry,Network problem,Social media,3.0,1424,Medium
6310,35,Male,Bose SoundLink Speaker,Cancellation request,Data loss,Email,4.0,1778,High
6311,28,Other,LG Smart TV,Refund request,Product recommendation,Chat,3.0,1520,Medium
6315,32,Other,Canon EOS,Billing inquiry,Display issue,Social media,2.0,1383,Low
6322,59,Female,Philips Hue Lights,Billing inquiry,Product recommendation,Chat,1.0,1444,Low
6323,31,Other,Nest Thermostat,Cancellation request,Peripheral compatibility,Social media,5.0,1947,High
6324,32,Other,Sony 4K HDR TV,Billing inquiry,Battery life,Social media,5.0,2008,High
6328,19,Other,Bose QuietComfort,Refund request,Product compatibility,Chat,1.0,1476,Low
6329,34,Male,LG Smart TV,Refund request,Hardware issue,Email,3.0,1477,Medium
6332,41,Female,GoPro Action Camera,Technical issue,Cancellation request,Email,5.0,1353,High
6333,50,Male,LG Smart TV,Product inquiry,Data loss,Social media,3.0,1819,Medium
6335,52,Female,Dell XPS,Billing inquiry,Product setup,Chat,5.0,1751,High
6336,38,Other,Microsoft Surface,Cancellation request,Product setup,Social media,1.0,1891,Low
6337,38,Female,Microsoft Surface,Refund request,Installation support,Email,1.0,1908,Low
6341,30,Other,Google Nest,Refund request,Peripheral compatibility,Email,1.0,1913,Low
6342,53,Female,Lenovo ThinkPad,Refund request,Software bug,Email,2.0,2029,Low
6344,27,Other,Philips Hue Lights,Technical issue,Delivery problem,Phone,3.0,1403,Medium
6347,62,Female,Sony 4K HDR TV,Billing inquiry,Network problem,Email,1.0,1545,Low
6349,29,Male,Microsoft Office,Technical issue,Peripheral compatibility,Chat,5.0,1317,High
6351,53,Female,LG Washing Machine,Refund request,Battery life,Chat,1.0,1696,Low
6354,28,Other,Nest Thermostat,Billing inquiry,Account access,Phone,2.0,1978,Low
6362,22,Male,PlayStation,Technical issue,Payment issue,Chat,3.0,1594,Medium
6363,18,Female,HP Pavilion,Billing inquiry,Product setup,Email,2.0,1503,Low
6365,22,Female,Apple AirPods,Billing inquiry,Payment issue,Chat,2.0,1770,Low
6367,55,Other,Bose QuietComfort,Product inquiry,Product recommendation,Chat,1.0,1404,Low
6369,64,Other,Apple AirPods,Product inquiry,Data loss,Email,5.0,1927,High
6370,21,Other,Philips Hue Lights,Billing inquiry,Battery life,Chat,4.0,1321,High
6374,58,Other,Sony 4K HDR TV,Product inquiry,Product compatibility,Email,3.0,1785,Medium
6375,21,Female,LG Washing Machine,Refund request,Refund request,Social media,2.0,1501,Low
6379,52,Other,GoPro Hero,Product inquiry,Software bug,Social media,2.0,1954,Low
6380,19,Male,Nikon D,Product inquiry,Product setup,Phone,3.0,1616,Medium
6381,63,Female,Canon DSLR Camera,Refund request,Hardware issue,Social media,5.0,1599,High
6383,65,Other,Adobe Photoshop,Billing inquiry,Account access,Chat,5.0,1872,High
6384,65,Male,Nest Thermostat,Product inquiry,Account access,Chat,3.0,1665,Medium
6394,42,Male,Nikon D,Product inquiry,Data loss,Chat,2.0,1423,Low
6395,59,Female,iPhone,Product inquiry,Account access,Social media,5.0,1926,High
6396,44,Female,Garmin Forerunner,Billing inquiry,Peripheral compatibility,Phone,1.0,1479,Low
6401,52,Other,Garmin Forerunner,Product inquiry,Delivery problem,Social media,2.0,2036,Low
6405,67,Other,Garmin Forerunner,Technical issue,Cancellation request,Chat,4.0,1731,High
6407,45,Other,HP Pavilion,Product inquiry,Product compatibility,Email,5.0,1817,High
6410,66,Female,Google Pixel,Product inquiry,Display issue,Phone,5.0,1354,High
6411,30,Other,iPhone,Cancellation request,Hardware issue,Email,2.0,1713,Low
6414,37,Female,Dyson Vacuum Cleaner,Technical issue,Data loss,Phone,4.0,2044,High
6416,45,Other,Canon EOS,Refund request,Network problem,Email,5.0,1321,High
6418,69,Other,Fitbit Versa Smartwatch,Product inquiry,Battery life,Email,4.0,1817,High
6420,42,Other,MacBook Pro,Technical issue,Product recommendation,Chat,3.0,1414,Medium
6424,37,Male,MacBook Pro,Technical issue,Peripheral compatibility,Email,1.0,1554,Low
6434,37,Female,Microsoft Surface,Technical issue,Product setup,Phone,2.0,1691,Low
6437,21,Female,Canon EOS,Refund request,Software bug,Phone,1.0,1408,Low
6440,41,Other,Roomba Robot Vacuum,Product inquiry,Cancellation request,Social media,4.0,1797,High
6441,42,Other,Asus ROG,Refund request,Delivery problem,Email,5.0,1919,High
6447,36,Other,Xbox,Billing inquiry,Refund request,Phone,5.0,1326,High
6450,70,Other,Canon EOS,Cancellation request,Refund request,Phone,5.0,1733,High
6455,34,Female,Canon DSLR Camera,Product inquiry,Delivery problem,Phone,5.0,1880,High
6456,18,Male,Samsung Soundbar,Cancellation request,Cancellation request,Chat,1.0,1395,Low
6461,21,Male,Fitbit Versa Smartwatch,Cancellation request,Network problem,Social media,1.0,1766,Low
6462,62,Male,GoPro Hero,Technical issue,Delivery problem,Email,5.0,1578,High
6465,52,Female,Google Pixel,Technical issue,Refund request,Email,3.0,1571,Medium
6472,50,Female,Microsoft Office,Technical issue,Refund request,Email,5.0,1444,High
6475,25,Male,Sony Xperia,Cancellation request,Product setup,Social media,3.0,1873,Medium
6477,45,Male,Roomba Robot Vacuum,Billing inquiry,Data loss,Email,5.0,1330,High
6483,32,Male,iPhone,Billing inquiry,Display issue,Email,4.0,1886,High
6489,31,Male,Sony PlayStation,Technical issue,Software bug,Social media,1.0,1927,Low
6491,43,Other,Bose QuietComfort,Billing inquiry,Product compatibility,Email,3.0,1866,Medium
6492,70,Female,Nikon D,Billing inquiry,Battery life,Social media,2.0,1379,Low
6496,50,Female,Fitbit Versa Smartwatch,Cancellation request,Battery life,Phone,1.0,1752,Low
6498,47,Other,Fitbit Versa Smartwatch,Refund request,Hardware issue,Email,3.0,1675,Medium
6499,37,Female,Roomba Robot Vacuum,Refund request,Cancellation request,Phone,4.0,1459,High
6501,20,Female,Amazon Echo,Technical issue,Software bug,Social media,2.0,1552,Low
6504,35,Other,LG Smart TV,Billing inquiry,Battery life,Email,2.0,1474,Low
6505,27,Male,Garmin Forerunner,Technical issue,Installation support,Phone,5.0,1469,High
6509,23,Male,Microsoft Surface,Refund request,Display issue,Email,4.0,1446,High
6514,66,Male,GoPro Hero,Cancellation request,Product setup,Phone,5.0,1347,High
6520,25,Male,Microsoft Xbox Controller,Product inquiry,Installation support,Phone,2.0,1685,Low
6524,41,Other,Fitbit Charge,Product inquiry,Battery life,Social media,1.0,1539,Low
6527,59,Other,Microsoft Office,Technical issue,Product recommendation,Social media,4.0,1677,High
6528,20,Male,MacBook Pro,Billing inquiry,Delivery problem,Phone,2.0,1505,Low
6529,27,Other,LG OLED,Technical issue,Display issue,Phone,1.0,1371,Low
6533,43,Male,Canon EOS,Billing inquiry,Refund request,Social media,4.0,1405,High
6535,36,Female,iPhone,Cancellation request,Delivery problem,Email,5.0,1334,High
6539,69,Female,Bose QuietComfort,Technical issue,Product recommendation,Phone,2.0,1871,Low
6543,45,Female,Xbox,Technical issue,Product compatibility,Chat,3.0,1881,Medium
6550,30,Male,Nest Thermostat,Technical issue,Hardware issue,Chat,4.0,1422,High
6560,43,Male,LG OLED,Cancellation request,Software bug,Phone,2.0,1917,Low
6562,37,Female,Apple AirPods,Cancellation request,Product compatibility,Email,2.0,1346,Low
6567,32,Other,LG OLED,Technical issue,Refund request,Email,4.0,1479,High
6569,51,Other,Philips Hue Lights,Technical issue,Product setup,Social media,4.0,1408,High
6570,37,Male,iPhone,Refund request,Product compatibility,Email,5.0,1859,High
6581,59,Male,Apple AirPods,Cancellation request,Data loss,Chat,1.0,1571,Low
6583,27,Female,Nest Thermostat,Billing inquiry,Product compatibility,Chat,3.0,1670,Medium
6586,33,Other,Fitbit Charge,Product inquiry,Product recommendation,Social media,3.0,1688,Medium
6589,57,Other,Nest Thermostat,Product inquiry,Software bug,Email,1.0,1857,Low
6590,68,Female,Autodesk AutoCAD,Refund request,Product compatibility,Email,1.0,1593,Low
6591,41,Female,Amazon Echo,Technical issue,Network problem,Phone,4.0,1687,High
6592,31,Male,HP Pavilion,Technical issue,Refund request,Social media,2.0,1827,Low
6594,57,Male,Bose QuietComfort,Refund request,Refund request,Email,1.0,1760,Low
6597,39,Male,Canon DSLR Camera,Cancellation request,Hardware issue,Email,2.0,1827,Low
6598,39,Male,Sony Xperia,Product inquiry,Display issue,Email,5.0,1816,High
6600,67,Female,Canon DSLR Camera,Cancellation request,Account access,Social media,2.0,1586,Low
6602,55,Other,Apple AirPods,Refund request,Battery life,Phone,3.0,1502,Medium
6606,66,Female,Google Pixel,Cancellation request,Product recommendation,Chat,5.0,1752,High
6619,59,Male,Google Nest,Billing inquiry,Software bug,Email,3.0,1576,Medium
6620,53,Female,Microsoft Office,Product inquiry,Product recommendation,Chat,3.0,1899,Medium
6621,38,Female,Samsung Soundbar,Technical issue,Network problem,Phone,2.0,1528,Low
6623,37,Male,Asus ROG,Refund request,Product recommendation,Social media,5.0,1636,High
6625,65,Male,Fitbit Charge,Refund request,Network problem,Phone,2.0,1997,Low
6629,33,Other,Samsung Soundbar,Refund request,Refund request,Email,5.0,1525,High
6630,27,Other,Bose SoundLink Speaker,Technical issue,Software bug,Social media,3.0,1737,Medium
6633,48,Male,GoPro Action Camera,Refund request,Battery life,Social media,4.0,1322,High
6637,54,Male,Xbox,Technical issue,Cancellation request,Chat,1.0,1644,Low
6639,19,Female,PlayStation,Cancellation request,Account access,Email,2.0,1414,Low
6645,31,Other,Roomba Robot Vacuum,Billing inquiry,Account access,Phone,2.0,1768,Low
6648,46,Male,Nest Thermostat,Cancellation request,Network problem,Social media,2.0,1935,Low
6649,38,Female,Nest Thermostat,Product inquiry,Battery life,Social media,3.0,1710,Medium
6650,24,Female,Roomba Robot Vacuum,Technical issue,Software bug,Phone,4.0,1901,High
6651,46,Female,Samsung Soundbar,Cancellation request,Product recommendation,Phone,3.0,1841,Medium
6652,24,Female,Bose QuietComfort,Billing inquiry,Network problem,Phone,1.0,1475,Low
6653,60,Male,GoPro Hero,Refund request,Peripheral compatibility,Chat,5.0,1730,High
6656,28,Male,Nest Thermostat,Billing inquiry,Product recommendation,Phone,4.0,1757,High
6658,26,Male,LG OLED,Refund request,Display issue,Email,3.0,1739,Medium
6659,65,Female,Google Pixel,Cancellation request,Software bug,Chat,3.0,1678,Medium
6665,61,Female,Microsoft Office,Billing inquiry,Product compatibility,Email,4.0,1721,High
6669,48,Female,Microsoft Xbox Controller,Product inquiry,Data loss,Email,4.0,2026,High
6677,68,Female,MacBook Pro,Technical issue,Network problem,Chat,5.0,1591,High
6679,68,Other,Apple AirPods,Product inquiry,Network problem,Chat,2.0,1832,Low
6682,43,Other,Nikon D,Billing inquiry,Account access,Social media,1.0,2034,Low
6685,19,Male,Roomba Robot Vacuum,Product inquiry,Hardware issue,Email,5.0,1864,High
6686,54,Female,GoPro Action Camera,Cancellation request,Payment issue,Chat,2.0,1385,Low
6688,59,Other,Microsoft Office,Cancellation request,Product recommendation,Chat,5.0,1501,High
6689,29,Other,Garmin Forerunner,Product inquiry,Product setup,Chat,1.0,1696,Low
6690,38,Other,Nintendo Switch Pro Controller,Product inquiry,Hardware issue,Phone,3.0,1383,Medium
6695,43,Male,GoPro Hero,Technical issue,Battery life,Chat,2.0,1761,Low
6699,45,Female,Google Pixel,Cancellation request,Hardware issue,Email,2.0,1364,Low
6701,67,Female,Nintendo Switch,Cancellation request,Network problem,Social media,5.0,2037,High
6705,64,Other,HP Pavilion,Cancellation request,Account access,Chat,2.0,1527,Low
6707,49,Female,LG OLED,Refund request,Hardware issue,Email,2.0,1383,Low
6708,54,Other,HP Pavilion,Billing inquiry,Payment issue,Email,1.0,1361,Low
6710,60,Other,Samsung Soundbar,Technical issue,Network problem,Email,3.0,2019,Medium
6711,34,Other,LG Smart TV,Cancellation request,Peripheral compatibility,Email,5.0,1707,High
6713,26,Female,Autodesk AutoCAD,Product inquiry,Data loss,Phone,4.0,1560,High
6715,59,Female,Apple AirPods,Billing inquiry,Software bug,Email,2.0,1400,Low
6722,65,Female,Sony 4K HDR TV,Billing inquiry,Hardware issue,Phone,2.0,1500,Low
6726,33,Other,Nest Thermostat,Cancellation request,Account access,Chat,1.0,2036,Low
6728,38,Other,Adobe Photoshop,Cancellation request,Data loss,Social media,2.0,1927,Low
6731,44,Female,Garmin Forerunner,Billing inquiry,Refund request,Chat,4.0,1605,High
6736,20,Male,Lenovo ThinkPad,Billing inquiry,Software bug,Email,1.0,1426,Low
6737,33,Other,Apple AirPods,Refund request,Battery life,Social media,2.0,1412,Low
6738,69,Male,Lenovo ThinkPad,Technical issue,Software bug,Email,5.0,1544,High
6739,19,Female,Google Pixel,Technical issue,Peripheral compatibility,Social media,1.0,1654,Low
6740,65,Other,Autodesk AutoCAD,Cancellation request,Delivery problem,Phone,2.0,1400,Low
6745,32,Male,iPhone,Technical issue,Network problem,Chat,3.0,1883,Medium
6749,64,Other,LG Washing Machine,Technical issue,Display issue,Email,4.0,1658,High
6753,42,Male,Google Pixel,Refund request,Account access,Email,1.0,1672,Low
6759,44,Female,Nintendo Switch,Cancellation request,Display issue,Chat,5.0,1589,High
6763,36,Other,PlayStation,Technical issue,Refund request,Phone,3.0,1446,Medium
6765,27,Female,Asus ROG,Technical issue,Battery life,Email,3.0,1446,Medium
6768,60,Other,Lenovo ThinkPad,Product inquiry,Account access,Phone,4.0,1453,High
6773,33,Male,LG Washing Machine,Billing inquiry,Cancellation request,Social media,2.0,1972,Low
6774,56,Male,LG Washing Machine,Billing inquiry,Battery life,Chat,5.0,1551,High
6777,23,Female,Fitbit Charge,Refund request,Hardware issue,Email,2.0,1815,Low
6779,43,Male,Nikon D,Product inquiry,Network problem,Social media,4.0,1409,High
6783,45,Female,HP Pavilion,Billing inquiry,Software bug,Email,4.0,1592,High
6784,46,Female,Sony 4K HDR TV,Billing inquiry,Software bug,Phone,3.0,1339,Medium
6785,60,Male,HP Pavilion,Product inquiry,Product compatibility,Phone,5.0,2007,High
6790,52,Male,Microsoft Office,Cancellation request,Account access,Phone,1.0,1521,Low
6793,42,Female,Autodesk AutoCAD,Refund request,Cancellation request,Email,2.0,1388,Low
6812,34,Female,Nest Thermostat,Technical issue,Peripheral compatibility,Social media,3.0,1837,Medium
6814,65,Female,Samsung Galaxy,Billing inquiry,Software bug,Phone,2.0,1869,Low
6815,35,Male,Fitbit Charge,Technical issue,Product compatibility,Social media,1.0,1698,Low
6816,70,Other,PlayStation,Billing inquiry,Delivery problem,Social media,3.0,1455,Medium
6820,32,Male,Adobe Photoshop,Refund request,Battery life,Email,4.0,1869,High
6822,70,Other,Autodesk AutoCAD,Technical issue,Peripheral compatibility,Chat,3.0,1866,Medium
6823,31,Other,Fitbit Versa Smartwatch,Refund request,Product setup,Social media,1.0,1755,Low
6828,42,Other,Roomba Robot Vacuum,Cancellation request,Data loss,Social media,1.0,1614,Low
6829,36,Female,MacBook Pro,Product inquiry,Refund request,Social media,1.0,1687,Low
6832,35,Male,Philips Hue Lights,Technical issue,Display issue,Phone,5.0,1975,High
6834,48,Female,Sony Xperia,Technical issue,Hardware issue,Phone,4.0,1422,High
6837,35,Male,PlayStation,Refund request,Hardware issue,Social media,1.0,2004,Low
6839,52,Other,Canon DSLR Camera,Technical issue,Product compatibility,Phone,1.0,1455,Low
6845,23,Female,Sony 4K HDR TV,Cancellation request,Network problem,Phone,1.0,1658,Low
6847,43,Female,Microsoft Office,Refund request,Hardware issue,Email,4.0,2015,High
6852,25,Female,Fitbit Charge,Product inquiry,Display issue,Social media,1.0,1982,Low
6856,65,Other,Nest Thermostat,Billing inquiry,Hardware issue,Phone,5.0,1776,High
6867,55,Other,LG Washing Machine,Product inquiry,Product setup,Email,1.0,1548,Low
6868,31,Other,Sony PlayStation,Technical issue,Account access,Chat,3.0,1989,Medium
6881,20,Other,Amazon Echo,Cancellation request,Data loss,Email,2.0,1851,Low
6883,51,Other,Sony PlayStation,Technical issue,Product setup,Social media,1.0,1394,Low
6886,30,Female,Roomba Robot Vacuum,Refund request,Network problem,Phone,1.0,1890,Low
6889,53,Female,Lenovo ThinkPad,Refund request,Network problem,Email,2.0,1826,Low
6890,34,Male,Bose QuietComfort,Product inquiry,Battery life,Social media,3.0,1592,Medium
6891,26,Female,PlayStation,Billing inquiry,Refund request,Social media,2.0,1793,Low
6893,67,Male,Nest Thermostat,Refund request,Product setup,Phone,3.0,1631,Medium
6896,60,Other,Autodesk AutoCAD,Refund request,Hardware issue,Phone,2.0,1895,Low
6899,19,Female,GoPro Action Camera,Product inquiry,Network problem,Phone,1.0,1380,Low
6900,54,Other,HP Pavilion,Cancellation request,Product setup,Social media,4.0,1400,High
6901,52,Female,Fitbit Versa Smartwatch,Billing inquiry,Cancellation request,Email,1.0,1696,Low
6906,63,Other,Lenovo ThinkPad,Billing inquiry,Peripheral compatibility,Phone,1.0,1348,Low
6909,20,Female,Bose SoundLink Speaker,Refund request,Refund request,Email,2.0,1896,Low
6910,56,Other,GoPro Hero,Product inquiry,Hardware issue,Chat,5.0,1439,High
6913,46,Other,Dyson Vacuum Cleaner,Billing inquiry,Installation support,Phone,4.0,1425,High
6921,62,Female,Google Pixel,Billing inquiry,Display issue,Email,3.0,1624,Medium
6932,41,Other,Microsoft Office,Billing inquiry,Hardware issue,Email,3.0,1971,Medium
6935,66,Male,Asus ROG,Billing inquiry,Software bug,Phone,2.0,1667,Low
6936,51,Male,Nintendo Switch Pro Controller,Billing inquiry,Cancellation request,Email,4.0,1457,High
6937,60,Female,Bose QuietComfort,Product inquiry,Product compatibility,Social media,3.0,1683,Medium
6945,51,Male,Canon EOS,Product inquiry,Installation support,Phone,5.0,1728,High
6951,21,Other,Asus ROG,Refund request,Battery life,Email,3.0,1644,Medium
6956,61,Male,Google Pixel,Product inquiry,Product setup,Chat,3.0,1693,Medium
6958,53,Female,LG Smart TV,Refund request,Cancellation request,Email,3.0,1640,Medium
6961,65,Male,Google Pixel,Billing inquiry,Software bug,Phone,3.0,1361,Medium
6964,60,Male,Nest Thermostat,Product inquiry,Peripheral compatibility,Social media,3.0,1458,Medium
6966,45,Male,Amazon Echo,Refund request,Display issue,Phone,2.0,2038,Low
6967,44,Male,Microsoft Xbox Controller,Refund request,Product setup,Social media,2.0,1810,Low
6974,34,Male,MacBook Pro,Cancellation request,Installation support,Social media,4.0,1775,High
6975,34,Male,Garmin Forerunner,Refund request,Software bug,Email,4.0,1787,High
6976,34,Male,Google Pixel,Product inquiry,Installation support,Social media,5.0,1387,High
6982,67,Other,Apple AirPods,Technical issue,Refund request,Social media,3.0,1341,Medium
6983,43,Female,Bose SoundLink Speaker,Cancellation request,Product setup,Social media,3.0,1425,Medium
6984,18,Female,Garmin Forerunner,Billing inquiry,Account access,Phone,1.0,1839,Low
6992,44,Male,Sony PlayStation,Billing inquiry,Hardware issue,Chat,5.0,1878,High
6994,70,Male,Samsung Galaxy,Technical issue,Software bug,Email,4.0,1427,High
6995,44,Other,Nest Thermostat,Cancellation request,Display issue,Phone,2.0,1341,Low
6997,44,Male,Nintendo Switch Pro Controller,Billing inquiry,Payment issue,Phone,5.0,1739,High
6999,65,Other,Roomba Robot Vacuum,Billing inquiry,Software bug,Chat,5.0,1720,High
7000,31,Male,Microsoft Xbox Controller,Refund request,Hardware issue,Phone,3.0,1522,Medium
7001,69,Male,HP Pavilion,Refund request,Hardware issue,Email,2.0,1805,Low
7002,31,Other,Dyson Vacuum Cleaner,Cancellation request,Battery life,Phone,3.0,1796,Medium
7004,65,Male,Apple AirPods,Technical issue,Delivery problem,Social media,3.0,1773,Medium
7005,41,Other,Fitbit Charge,Product inquiry,Product setup,Email,1.0,1322,Low
7008,20,Female,LG OLED,Billing inquiry,Data loss,Social media,5.0,1670,High
7013,29,Female,Philips Hue Lights,Cancellation request,Network problem,Social media,1.0,1344,Low
7018,29,Female,Microsoft Office,Cancellation request,Account access,Chat,1.0,1355,Low
7024,33,Male,Apple AirPods,Cancellation request,Account access,Social media,3.0,1522,Medium
7026,20,Female,Dell XPS,Technical issue,Network problem,Email,2.0,1496,Low
7028,54,Female,Sony Xperia,Technical issue,Account access,Phone,1.0,1381,Low
7029,33,Other,PlayStation,Billing inquiry,Refund request,Phone,1.0,1727,Low
7037,64,Other,Canon EOS,Refund request,Delivery problem,Email,1.0,1940,Low
7039,30,Other,Nest Thermostat,Product inquiry,Product recommendation,Social media,2.0,1486,Low
7041,52,Male,Bose QuietComfort,Refund request,Refund request,Email,3.0,1571,Medium
7051,70,Female,Dell XPS,Technical issue,Hardware issue,Phone,3.0,1366,Medium
7054,27,Other,Amazon Echo,Product inquiry,Product compatibility,Email,2.0,1789,Low
7055,68,Other,Adobe Photoshop,Refund request,Display issue,Chat,5.0,1742,High
7056,31,Male,Asus ROG,Cancellation request,Network problem,Email,5.0,1703,High
7057,60,Male,Roomba Robot Vacuum,Cancellation request,Delivery problem,Email,4.0,1569,High
7060,35,Other,Apple AirPods,Billing inquiry,Software bug,Social media,3.0,1648,Medium
7062,51,Other,Roomba Robot Vacuum,Refund request,Refund request,Social media,5.0,1439,High
7063,54,Female,Garmin Forerunner,Refund request,Product compatibility,Social media,4.0,1697,High
7064,56,Female,Fitbit Versa Smartwatch,Technical issue,Display issue,Phone,1.0,1342,Low
7071,26,Female,Dyson Vacuum Cleaner,Billing inquiry,Network problem,Chat,2.0,1591,Low
7072,56,Other,Asus ROG,Technical issue,Product compatibility,Chat,5.0,1441,High
7075,64,Male,Roomba Robot Vacuum,Product inquiry,Battery life,Social media,4.0,1658,High
7079,45,Male,Google Nest,Product inquiry,Software bug,Phone,4.0,1620,High
7090,57,Male,Lenovo ThinkPad,Refund request,Battery life,Social media,3.0,1835,Medium
7095,58,Female,Adobe Photoshop,Billing inquiry,Product setup,Email,5.0,1957,High
7096,20,Other,Microsoft Xbox Controller,Technical issue,Product compatibility,Social media,3.0,1531,Medium
7097,51,Other,LG Smart TV,Billing inquiry,Battery life,Social media,1.0,1734,Low
7099,50,Male,Sony PlayStation,Refund request,Installation support,Email,5.0,1942,High
7102,43,Other,iPhone,Billing inquiry,Refund request,Chat,1.0,1998,Low
7105,44,Female,Samsung Galaxy,Billing inquiry,Display issue,Chat,4.0,1846,High
7106,38,Female,Roomba Robot Vacuum,Billing inquiry,Product setup,Phone,4.0,1951,High
7107,22,Male,LG Smart TV,Technical issue,Delivery problem,Phone,3.0,1514,Medium
7108,24,Male,Roomba Robot Vacuum,Product inquiry,Battery life,Chat,4.0,1920,High
7111,56,Female,GoPro Action Camera,Technical issue,Delivery problem,Chat,1.0,1345,Low
7115,45,Other,GoPro Hero,Technical issue,Product compatibility,Phone,3.0,1940,Medium
7118,46,Other,Google Nest,Cancellation request,Battery life,Social media,1.0,1780,Low
7120,55,Female,Microsoft Office,Refund request,Display issue,Email,3.0,1341,Medium
7121,30,Male,HP Pavilion,Product inquiry,Peripheral compatibility,Chat,5.0,1911,High
7123,20,Female,Xbox,Technical issue,Product recommendation,Social media,3.0,1489,Medium
7126,30,Female,Amazon Echo,Refund request,Product recommendation,Social media,2.0,1661,Low
7127,28,Male,Dyson Vacuum Cleaner,Technical issue,Account access,Phone,5.0,1600,High
7129,49,Female,Dyson Vacuum Cleaner,Cancellation request,Account access,Phone,3.0,1788,Medium
7131,20,Male,Apple AirPods,Refund request,Delivery problem,Chat,3.0,1588,Medium
7135,29,Female,PlayStation,Technical issue,Refund request,Social media,1.0,1520,Low
7136,28,Male,Apple AirPods,Technical issue,Product recommendation,Social media,2.0,1445,Low
7138,26,Female,Canon DSLR Camera,Billing inquiry,Data loss,Social media,4.0,1985,High
7140,53,Other,Canon DSLR Camera,Product inquiry,Product setup,Social media,3.0,1650,Medium
7141,55,Female,Bose QuietComfort,Technical issue,Display issue,Chat,5.0,1683,High
7142,59,Other,Samsung Galaxy,Cancellation request,Data loss,Email,3.0,1620,Medium
7147,30,Other,Amazon Kindle,Technical issue,Delivery problem,Chat,3.0,1635,Medium
7148,68,Male,Nintendo Switch,Billing inquiry,Refund request,Email,1.0,1496,Low
